file,line,products,leak_class,line_text
lib/auth_doctor.ml,620,codex,symbol_reference,"      (""token_env_configured"", `Bool codex_mcp.token_env_configured);"
lib/auth_doctor.ml,621,codex,symbol_reference,"      (""token_status"", `String codex_mcp.token_status);"
lib/auth_doctor.ml,622,codex,symbol_reference,"      (option_field ""token_agent"" codex_mcp.token_agent);"
lib/auth_doctor.ml,623,codex,symbol_reference,"      (option_field ""token_role"" codex_mcp.token_role);"
lib/auth_doctor.ml,625,codex,symbol_reference,        match codex_mcp.token_can_read_state with
lib/auth_doctor.ml,628,codex,symbol_reference,"      (""login_supported"", `Bool codex_mcp.login_supported);"
lib/auth_doctor.ml,629,codex,symbol_reference,"      (""login_note"", `String codex_mcp.login_note);"
lib/auth_doctor.ml,630,codex,module_reference,"      (""config"", Codex_mcp_config_doctor.to_yojson codex_mcp.config);"
lib/auth_doctor.ml,693,codex,symbol_reference,"      (""codex_mcp"", codex_mcp_to_yojson report.codex_mcp);"
lib/auth_doctor.ml,773,codex,symbol_reference,"  add_line ""codex_mcp:"";"
lib/auth_doctor.ml,775,codex,symbol_reference,"    (Printf.sprintf ""- server_name: %s"" report.codex_mcp.server_name);"
lib/auth_doctor.ml,777,codex,symbol_reference,"    (Printf.sprintf ""- auth_model: %s"" report.codex_mcp.auth_model);"
lib/auth_doctor.ml,780,codex,symbol_reference,       report.codex_mcp.token_env_var);
lib/auth_doctor.ml,783,codex,symbol_reference,       (yes_no report.codex_mcp.token_env_configured));
lib/auth_doctor.ml,786,codex,symbol_reference,       report.codex_mcp.token_status);
lib/auth_doctor.ml,789,codex,symbol_reference,       (option_value report.codex_mcp.token_agent));
lib/auth_doctor.ml,792,codex,symbol_reference,       (option_value report.codex_mcp.token_role));
lib/auth_doctor.ml,795,codex,symbol_reference,       (match report.codex_mcp.token_can_read_state with
lib/auth_doctor.ml,800,codex,symbol_reference,       (yes_no report.codex_mcp.login_supported));
lib/auth_doctor.ml,801,codex,symbol_reference,"  add_line (Printf.sprintf ""- login_note: %s"" report.codex_mcp.login_note);"
lib/auth_doctor.ml,805,codex,symbol_reference,       (option_value report.codex_mcp.config.config_path));
lib/auth_doctor.ml,808,codex,symbol_reference,       (yes_no report.codex_mcp.config.file_present));
lib/auth_doctor.ml,811,codex,symbol_reference,       (match report.codex_mcp.config.server_names with
lib/auth_doctor.ml,816,codex,module_reference,    (fun (stage : Codex_mcp_config_doctor.stage) ->
lib/auth_doctor.ml,819,codex,module_reference,           (Codex_mcp_config_doctor.stage_status_to_string stage.status)
lib/auth_doctor.ml,821,codex,symbol_reference,    report.codex_mcp.config.stages;
lib/auth_doctor.mli,9,codex,symbol_reference,"    \[admin_token_env_state] enum, [codex_mcp_token_env_var] /"
lib/auth_doctor.mli,10,codex,symbol_reference,"    [codex_mcp_login_note] pinned literals,"
lib/auth_doctor.mli,17,codex,symbol_reference,"    [codex_mcp_report], MCP client identity checks, plus the per-record yojson encoders"
lib/auth_doctor.mli,18,codex,symbol_reference,"    ([watched_agent_to_yojson], [codex_mcp_to_yojson])."
lib/auth_doctor.mli,47,codex,binding_name,type codex_mcp = {
lib/auth_doctor.mli,58,codex,module_reference,  config : Codex_mcp_config_doctor.t;
lib/auth_doctor.mli,60,codex,docstring,(** Codex MCP wiring snapshot.  [login_note] documents that
lib/auth_doctor.mli,61,codex,needs_review,    [codex mcp login] is OAuth-only while masc-mcp uses bearer
lib/auth_doctor.mli,79,codex|gemini,docstring,(** Per-client MCP identity readiness for local Codex/Claude/Gemini
lib/auth_doctor.mli,109,codex,symbol_reference,  codex_mcp : codex_mcp;
lib/auth_doctor.mli,135,codex,module_reference,    + Codex MCP config via {!Codex_mcp_config_doctor}.
lib/auth_doctor.mli,136,codex|gemini,needs_review,"    + Local MCP client identities for Codex, Claude, and Gemini."
lib/server/server_runtime_bootstrap.ml,26,gemini,needs_review,"  let policy_path = ""/tmp/gemini_headless_admin_policy.json"" in"
lib/server/server_runtime_bootstrap.ml,30,gemini,needs_review,"  Unix.putenv ""OAS_GEMINI_ADMIN_POLICY"" policy_path"
lib/server/server_runtime_bootstrap.ml,679,codex,binding_name,"let sync_codex_mcp_config_env_key = ""MASC_SYNC_CODEX_MCP_CONFIG"""
lib/server/server_runtime_bootstrap.ml,680,codex,binding_name,"let codex_config_path_env_key = ""MASC_CODEX_CONFIG_PATH"""
lib/server/server_runtime_bootstrap.ml,682,codex,binding_name,type codex_mcp_config_sync_status =
lib/server/server_runtime_bootstrap.ml,683,codex,needs_review,  | Codex_mcp_config_updated
lib/server/server_runtime_bootstrap.ml,684,codex,needs_review,  | Codex_mcp_config_unchanged
lib/server/server_runtime_bootstrap.ml,685,codex,needs_review,  | Codex_mcp_config_server_missing
lib/server/server_runtime_bootstrap.ml,686,codex,needs_review,  | Codex_mcp_config_header_missing
lib/server/server_runtime_bootstrap.ml,760,codex,binding_name,let codex_mcp_headers_line indent =
lib/server/server_runtime_bootstrap.ml,762,codex,header_or_env_literal,"    ""%shttp_headers = { \""Accept\"" = \""application/json, text/event-stream\"", \""X-MASC-Agent\"" = \""codex-mcp-client\"" }"""
lib/server/server_runtime_bootstrap.ml,765,codex,binding_name,let codex_mcp_bearer_env_line indent =
lib/server/server_runtime_bootstrap.ml,768,codex,binding_name,let sync_codex_mcp_auth_header_content content =
lib/server/server_runtime_bootstrap.ml,777,codex,symbol_reference,"        (codex_mcp_headers_line """" :: acc, true, true)"
lib/server/server_runtime_bootstrap.ml,783,codex,symbol_reference,"        (codex_mcp_bearer_env_line """" :: acc, true, true)"
lib/server/server_runtime_bootstrap.ml,800,codex,needs_review,            Codex_mcp_config_server_missing
lib/server/server_runtime_bootstrap.ml,802,codex,needs_review,            Codex_mcp_config_header_missing
lib/server/server_runtime_bootstrap.ml,804,codex,needs_review,            Codex_mcp_config_updated
lib/server/server_runtime_bootstrap.ml,806,codex,needs_review,            Codex_mcp_config_unchanged
lib/server/server_runtime_bootstrap.ml,842,codex,symbol_reference,            let next = codex_mcp_headers_line (leading_indent line) in
lib/server/server_runtime_bootstrap.ml,848,codex,symbol_reference,            let next = codex_mcp_bearer_env_line (leading_indent line) in
lib/server/server_runtime_bootstrap.ml,869,codex,binding_name,let codex_config_path_opt () =
lib/server/server_runtime_bootstrap.ml,870,codex,symbol_reference,  match Sys.getenv_opt codex_config_path_env_key |> Env_config_core.trim_opt with
lib/server/server_runtime_bootstrap.ml,874,codex,path_template,"        (fun home -> Filename.concat home "".codex/config.toml"")"
lib/server/server_runtime_bootstrap.ml,877,codex,binding_name,let sync_codex_mcp_config ~agent_name =
lib/server/server_runtime_bootstrap.ml,880,codex,needs_review,      (Env_config_core.get_bool ~default:false sync_codex_mcp_config_env_key)
lib/server/server_runtime_bootstrap.ml,884,codex,symbol_reference,    match codex_config_path_opt () with
lib/server/server_runtime_bootstrap.ml,887,codex,user_msg_string,"          ""startup skipped Codex MCP config sync: HOME is not set"""
lib/server/server_runtime_bootstrap.ml,891,codex,user_msg_string,"            ""startup skipped Codex MCP config sync: %s does not exist"""
lib/server/server_runtime_bootstrap.ml,896,codex,needs_review,"            let updated, status = sync_codex_mcp_auth_header_content content in"
lib/server/server_runtime_bootstrap.ml,898,codex,needs_review,             | Codex_mcp_config_updated ->
lib/server/server_runtime_bootstrap.ml,901,codex,user_msg_string,"                   ""startup synced Codex MCP bearer-token env config for %s in %s"""
lib/server/server_runtime_bootstrap.ml,903,codex,needs_review,             | Codex_mcp_config_unchanged ->
lib/server/server_runtime_bootstrap.ml,905,codex,user_msg_string,"                   ""startup Codex MCP bearer-token env config already current for %s"""
lib/server/server_runtime_bootstrap.ml,907,codex,needs_review,             | Codex_mcp_config_server_missing ->
lib/server/server_runtime_bootstrap.ml,909,codex,user_msg_string,"                   ""startup skipped Codex MCP config sync: [mcp_servers.masc] missing in %s"""
lib/server/server_runtime_bootstrap.ml,911,codex,needs_review,             | Codex_mcp_config_header_missing ->
lib/server/server_runtime_bootstrap.ml,913,codex,user_msg_string,"                   ""startup skipped Codex MCP config sync: masc http_headers missing in %s"""
lib/server/server_runtime_bootstrap.ml,919,codex,user_msg_string,"                ""startup failed Codex MCP config sync for %s: %s"""
lib/server/server_runtime_bootstrap.ml,1002,codex,header_or_env_literal,"  if String.equal agent_name ""codex-mcp-client"" then"
lib/server/server_runtime_bootstrap.ml,1003,codex,needs_review,    sync_codex_mcp_config ~agent_name
lib/server/server_runtime_bootstrap.ml,1007,codex,header_or_env_literal,"    (""codex-mcp-client"", Masc_domain.Worker);"
lib/server/server_runtime_bootstrap.ml,1009,gemini,string_literal,"    (""gemini"", Masc_domain.Worker);"
